mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170047,Giriraj Singh,Elected,23-05-2019,In Office,Second Term,Begusarai,Bihar,Bharatiya Janata Party,Male,Graduate,Graduate,71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170071,Santosh Kumar,Elected,23-05-2019,In Office,Second Term,Purnia,Bihar,Janata Dal (United),Male,Inter/ Higher Secondary,Intermediate,48,26,0,128,0.806569343, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,42.36470588,2.061344538,155.602521,0.855039426,Lok Sabha
170044,Raj Kumar Singh,Elected,23-05-2019,In Office,Second Term,Arrah,Bihar,Bharatiya Janata Party,Male,Professional Graduate,B.A. LL.B,71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170049,Ashwini Kumar Choubey,Elected,23-05-2019,In Office,Second Term,Buxar,Bihar,Bharatiya Janata Party,Male,Graduate,B.Sc.(Hons.) Zoology,71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170045,Sushil Kumar Singh,Elected,23-05-2019,In Office,Fourth Term,Aurangabad,Bihar,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar)",60,87,5,204,0.945255474, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,42.36470588,2.061344538,155.602521,0.855039426,Lok Sabha
170097,Shripad Yesso Naik,Elected,23-05-2019,In Office,Fifth Term,North Goa,Goa,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra)",71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170109,Amit Anil Chandra Shah,Elected,23-05-2019,In Office,First Term,Gandhinagar,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,B.Sc. (Iind Year) Educated at Gujarat University,59,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170099,Patel Hasmukhbhai Somabhai,Elected,23-05-2019,In Office,First Term,Ahmedabad East,Gujarat,Bharatiya Janata Party,Male,Diploma Course,"Diploma in Textile Manufacturing Educated at R.C. Technical Institute, Ahemdabad",63,20,1,147,0.930656934, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,29.92181818,0.758181818,206.4781818,0.869517124,Lok Sabha
170100,Kirit Premjibhai Solanki,Elected,23-05-2019,In Office,Third Term,Ahmedabad West,Gujarat,Bharatiya Janata Party,Male,Professional Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",73,102,11,225,0.945255474, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,29.92181818,0.758181818,206.4781818,0.869517124,Lok Sabha
170110,Poonamben Hematbhai Maadam,Elected,23-05-2019,In Office,Second Term,Jamnagar,Gujarat,Bharatiya Janata Party,Female,Graduate,Graduate,49,27,2,289,0.846715328, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,29.92181818,0.758181818,206.4781818,0.869517124,Lok Sabha
170101,Naranbhai Kachhadia,Elected,23-05-2019,In Office,Third Term,Amreli,Gujarat,Bharatiya Janata Party,Male,Under Matric,"Educated at Charkhadiya, Govt. of Primary School",68,84,4,471,0.886861314, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,29.92181818,0.758181818,206.4781818,0.869517124,Lok Sabha
170133,Sunita Duggal,Elected,23-05-2019,In Office,First Term,Sirsa,Haryana,Bharatiya Janata Party,Female,Post Graduate,"Master of Science (Chemistry) Educated at Chaudhary Charan Singh Agriculture University, Hisar",55,58,1,164,1, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,32.10714286,0.553571429,215.125,0.928210735,Lok Sabha
170130,Sanjay Bhatia,Elected,23-05-2019,In Office,First Term,Karnal,Haryana,Bharatiya Janata Party,Male,Graduate,"B.Com.
Educated at I.B. College, Kurukshetra University, Kurukshetra, Haryana",56,15,3,194,0.802919708, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,32.10714286,0.553571429,215.125,0.928210735,Lok Sabha
170128,Inderjit Singh Rao,Elected,23-05-2019,In Office,Fifth Term,Gurgaon,Haryana,Bharatiya Janata Party,Male,Professional Graduate,"B.A. (Hons), LL.B., Educated at University of Delhi, Delhi",74,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170127,Krishan Pal,Elected,23-05-2019,In Office,Second Term,Faridabad,Haryana,Bharatiya Janata Party,Male,Professional Graduate,B.A. LL.B.,67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170135,Anurag Singh Thakur,Elected,23-05-2019,In Office,Fourth Term,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Doaba College, Jalandhar, Punjab",49,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170142,Jamyang Tsering Namgyal,Elected,23-05-2019,In Office,First Term,Ladakh,Jammu and Kashmir,Bharatiya Janata Party,Male,Graduate,"Bachelor of Arts, Educated at University of Jammu, J & K",38,41,1,114,0.839416058, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,49.4,0.6,102.6,0.717518248,Lok Sabha
170144,Jitendra Singh,Elected,23-05-2019,In Office,Second Term,Udhampur,Jammu and Kashmir,Bharatiya Janata Party,Male,Professional Graduate,MBBS,67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170399,Gaddam Ranjith Reddy,Elected,23-05-2019,In Office,First Term,Chevella,Telangana,Bharat Rashtra Samithi,Male,Post Graduate,"Master in Veterinary Science (MVSc)
Educated at AG Ranga Agricultural University, Rajendra Nagar, Hyderabad, Telangana ",59,37,3,385,0.704379562, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,23.69166667,0.375,213.3166667,0.70120878,Lok Sabha
170174,Pralhad Venkatesh Joshi,Elected,23-05-2019,In Office,Fourth Term,Dharwad,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",61,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170197,M. K. Raghavan,Elected,23-05-2019,In Office,Third Term,Kozhikode,Kerala,Indian National Congress,Male,Graduate,B.A. History,71,54,11,270,0.813868613, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170165,Y. Devendrappa,Elected,23-05-2019,In Office,First Term,Bellary,Karnataka,Bharatiya Janata Party,Male,Under Matric,7th Standard,72,10,0,120,0.810218978, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170202,E. T. Mohammed Basheer,Elected,23-05-2019,In Office,Third Term,Ponnani,Kerala,Indian Union Muslim League,Male,Inter/ Higher Secondary,N/A,77,102,5,224,0.937956204, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170200,V.K. Sreekandan,Elected,23-05-2019,In Office,First Term,Palakkad,Kerala,Indian National Congress,Male,Graduate,"B.A. (History)
Educated at Shobhith University of Meerut",53,63,9,294,0.927007299, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170204,T.N. Prathapan,Elected,23-05-2019,In Office,First Term,Thrissur,Kerala,Indian National Congress,Male,Information Not Available,"Pre-Degree
Educated at S.N. College Nattika, Calicut University, Kerala",63,67,1,312,0.824817518, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170190,Benny Behanan,Elected,23-05-2019,In Office,First Term,Chalakudy,Kerala,Indian National Congress,Male,Graduate,"B.Com., Educated at Sri Sankara College, Kalady, Ernamulam, Kerala",71,69,3,343,0.850364964, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170191,Hibi Eden,Elected,23-05-2019,In Office,First Term,Ernakulam,Kerala,Indian National Congress,Male,Graduate,"B.Com
Educated at S.H.College, Ernakulam, Kerala",40,61,9,318,0.894160584, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170192,Dean Kuriakose,Elected,23-05-2019,In Office,First Term,Idukki,Kerala,Indian National Congress,Male,Post Graduate,"B.Sc. (Physics), M.A. (Human Rights and Politics), LL.B.
Educated at St. Joseph's College, Moolamattam; Mahatma Gandhi University, Kottayam and Kerala Law Academy Law College, Thiruvananthapuram",42,91,12,289,0.901459854, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170196,Thomas Chazhikadan,Elected,23-05-2019,In Office,First Term,Kottayam,Kerala,Kerala Congress (M),Male,Graduate,"B.Com, Chartered Accountant
Educated at Devamatha College, Kuravilangad, Kottayam, Kerala and Institute of Chartered Accountants of India",71,76,3,211,0.799270073, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170187,A. M. Arif,Elected,23-05-2019,In Office,First Term,Alappuzha,Kerala,Communist Party of India (Marxist),Male,Professional Graduate,"BSc. (Zoology), LLB educated at S.N. College, Cherthala, and Kerala Law Academy, Thiruvananthapuram",59,113,1,244,0.894160584, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170199,Suresh Kodikunnil,Elected,23-05-2019,In Office,Seventh Term,Mavelikkara,Kerala,Indian National Congress,Male,Professional Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala)",61,124,8,304,0.864963504, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170201,Anto Antony,Elected,23-05-2019,In Office,Third Term,Pathanamthitta,Kerala,Indian National Congress,Male,Graduate,"B.A.; Educated at St. Thomas College, Palai",66,61,2,386,0.817518248, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170195,N.K.Premachandran,Elected,23-05-2019,In Office,Fourth Term,Kollam,Kerala,Revolutionary Socialist Party,Male,Professional Graduate,"B.Sc, L.L.B",63,267,18,272,0.905109489, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170203,Shashi Tharoor,Elected,23-05-2019,In Office,Third Term,Thiruvananthapuram,Kerala,Indian National Congress,Male,Doctorate,"Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA",67,101,13,275,0.934306569, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170216,Krishna Pal Singh,Elected,23-05-2019,In Office,First Term,Guna,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"B.A.M.S Educated at Bhaumulak Ayurvedic Mahavidyalaya, Nagpur",48,53,5,364,0.916058394, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170231,Ganesh Singh,Elected,23-05-2019,In Office,Fourth Term,Satna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B.; Educated at Awadesh Pratap Singh University,; Rewa and Law College, Satna, Madhya Pradesh",61,90,5,186,0.857664234, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170224,Faggan Singh Kulaste,Elected,23-05-2019,In Office,Sixth Term,Mandla,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. and LL.B. 
Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170225,Sudhir Gupta,Elected,23-05-2019,In Office,Second Term,Mandsour,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,M.Com,64,60,6,635,0.883211679, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170227,Rodmal Nagar,Elected,23-05-2019,In Office,Second Term,Rajgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,Graduate,63,29,0,209,0.890510949, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170267,Heena Vaijaykumar Gavit,Elected,23-05-2019,In Office,Second Term,Nandurbar,Maharashtra,Bharatiya Janata Party,Female,Professional Post Graduate,"M.B.B.S., M.D.",36,78,9,550,0.886861314, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170283,Ramdas Chandrabhanji Tadas,Elected,23-05-2019,In Office,Second Term,Wardha,Maharashtra,Bharatiya Janata Party,Male,Under Graduate,Undergraduate,70,59,1,349,0.897810219, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170274,Krupal Balaji Tumane,Elected,23-05-2019,In Office,Second Term,Ramtek,Maharashtra,Shiv Sena,Male,Graduate,B.Sc,58,31,3,379,0.868613139, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170265,Nitin Jairam Gadkari,Elected,23-05-2019,In Office,Second Term,Nagpur,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"M.Com., LL.B. and Diploma in Business Management",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170249,Ashok Mahadeorao Nete,Elected,23-05-2019,In Office,Second Term,Gadchiroli-Chimur,Maharashtra,Bharatiya Janata Party,Male,Graduate,B.A.,55,49,4,279,0.872262774, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170253,Raosaheb Patil Danve,Elected,23-05-2019,In Office,Fifth Term,Jalna,Maharashtra,Bharatiya Janata Party,Male,Under Graduate,"Educated at J.E.S., Jalna, Maharashtra",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170240,Imtiaz Jaleel Syed,Elected,23-05-2019,In Office,First Term,Aurangabad,Maharashtra,All India Majlis-E-Ittehadul Muslimeen,Male,Professional Graduate,"M.Com, M.B.A., M.M.C.J., Educated at Saraswati Bhuvan College, Aurangabad, MGM's Institute of Management, Aurangabad and Dr. Babasaheb Ambedkar Marathwada University, Maharashtra",55,81,1,274,0.773722628, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170223,Gajendra Umrao Singh Patel,Elected,23-05-2019,In Office,First Term,Khargone,Madhya Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B., Educated at Government College, Barwani, Madhya Pradesh",48,28,0,171,0.854014599, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170254,Shrikant Eknath Shinde,Elected,23-05-2019,In Office,Second Term,Kalyan,Maharashtra,Shiv Sena,Male,Professional Post Graduate,"M.B.B.S., MS Orthpaedics (Final Yr.)",37,116,12,574,0.795620438, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170259,Gopal Chinayya Shetty,Elected,23-05-2019,In Office,Second Term,Mumbai-North,Maharashtra,Bharatiya Janata Party,Male,Under Matric,Non-Matric,70,114,19,298,0.95620438, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170261,Manoj Kotak Kishorbhai,Elected,23-05-2019,In Office,First Term,Mumbai-North-East,Maharashtra,Bharatiya Janata Party,Male,Matric,"SSC, Matric
Educated at SMPR School, Mulund (W)",51,53,7,367,0.981751825, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170264,Rahul Ramesh Shewale,Elected,23-05-2019,In Office,Second Term,Mumbai-South-Central,Maharashtra,Shiv Sena,Male,Diploma Course,Diploma (Civil Engineering),50,143,13,531,0.941605839, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170263,Arvind Sawant,Elected,23-05-2019,In Office,Second Term,Mumbai-South,Maharashtra,Shiv Sena,Male,Graduate,B.Sc.,72,109,1,245,0.907172996,"This MP was a minister from May 2019 to Nov 11, 2019. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",38.98548947,1.265063732,191.7893631,0.788685748,49.56077217,2.42987013,342.0336119,0.744321006,Lok Sabha
170258,Shrirang Appa Barne,Elected,23-05-2019,In Office,Second Term,Maval,Maharashtra,Shiv Sena,Male,Matric,10th Class,59,167,13,635,0.937956204, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170241,Supriya Sule,Elected,23-05-2019,In Office,Third Term,Baramati,Maharashtra,Nationalist Congress Party,Female,Graduate,"B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",54,250,16,629,0.934306569, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170237,Sujay Radhakrishna Vikhepatil,Elected,23-05-2019,In Office,First Term,Ahmednagar,Maharashtra,Bharatiya Janata Party,Male,Professional Graduate,"M.B.B.S., M.S. (Gen. Surgery), M.Ch. (Neurosurgery)
Educated at K.L.E. Society's Jawaharlal Nehru Medical College, Belgaum, Rural Medical College, Loni, Ahmednagar and Dr. D.Y. Patil Medical College, Hospital & Research Centre, Pune",42,105,6,508,0.755474453, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170269,Omprakash,Elected,23-05-2019,In Office,First Term,Osmanabad,Maharashtra,Shiv Sena,Male,Professional Graduate,"B.E. (Information Technology) Appeared IInd Year Educated at Sinhgad College of Engineering, University of Pune",40,71,1,362,0.919708029, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170256,Sudhakar Tukaram Shrangre,Elected,23-05-2019,In Office,First Term,Latur,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary (12th),61,68,3,513,0.857664234, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170257,Ranjeetsinha Hindurao Naik Nimbalkar,Elected,23-05-2019,In Office,First Term,Madha,Maharashtra,Bharatiya Janata Party,Male,Graduate,"D.E.A Educated at Shivaji University, Maharashtra",46,26,3,405,0.620437956, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170275,Vinayak Bhaurao Raut,Elected,23-05-2019,In Office,Second Term,Ratnagiri-Sindhudurg,Maharashtra,Shiv Sena,Male,Post Graduate,M.A. (Political Science),69,108,2,469,0.729927007, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170250,Sambhajirao Mane Dhairyasheel,Elected,23-05-2019,In Office,First Term,Hatkanangle,Maharashtra,Shiv Sena,Male,Graduate,B.A. Educated at Yashwantrao Chavan University,43,30,3,517,0.770072993, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170287,Vincent H Pala,Elected,23-05-2019,In Office,Third Term,Shillong,Meghalaya,Indian National Congress,Male,Professional Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",56,17,2,235,0.791970803, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,18.5,1,137.5,0.775547445,Lok Sabha
170304,Sangeeta Kumari Singh Deo,Elected,23-05-2019,In Office,Fourth Term,Bolangir,Odisha,Bharatiya Janata Party,Female,Graduate,"B.A. (Hons.) [Political Science], Diploma in Computer Programming Educated at Jesus and Mary College, University of Delhi and Institute of Electronics and Telecommunication Engineers (New Delhi)",62,49,1,502,0.916058394, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,44.25,0.8,209.45,0.790324275,Lok Sabha
170305,Bhartruhari Mahtab,Elected,23-05-2019,In Office,Sixth Term,Cuttack,Odisha,Biju Janata Dal,Male,Post Graduate,"M.A. (English); Educated at Utkal University, (Orissa)",66,185,10,311,0.905109489, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,44.25,0.8,209.45,0.790324275,Lok Sabha
170311,Anubhav Mohanty,Elected,23-05-2019,In Office,First Term,Kendrapara,Odisha,Biju Janata Dal,Male,Graduate,B.Com,42,82,3,168,0.762773723, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,44.25,0.8,209.45,0.790324275,Lok Sabha
170313,Saptagiri Sankar Ulaka,Elected,23-05-2019,In Office,First Term,Koraput,Odisha,Indian National Congress,Male,Professional Graduate,Bachelor of Engineering (Computer Science),45,124,2,240,0.897810219, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,44.25,0.8,209.45,0.790324275,Lok Sabha
170327,Som Prakash,Elected,23-05-2019,In Office,First Term,Hoshiarpur,Punjab,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics) Educated at Punjab University, Chandigarh, Punjab",74,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
