mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170140,Mohammad Akbar Lone,Elected,23-05-2019,In Office,First Term,Baramulla,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Graduate,"B.A. LL.B. Educated at Kashmir University and Aligarh Muslim University, U.P",76,6,0,5,0.412408759, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,49.4,0.6,102.6,0.717518248,Lok Sabha
170143,Farooq Abdullah,Elected,23-05-2019,In Office,Fourth Term,Srinagar,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Graduate,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",86,11,0,11,0.605839416, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,49.4,0.6,102.6,0.717518248,Lok Sabha
170139,Hasnain Masoodi,Elected,23-05-2019,In Office,First Term,Anantnag,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Post Graduate,"M.A., LL.M, Educated at Harvard Law School, Harvard University, USA",70,126,0,73,0.854014599, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,49.4,0.6,102.6,0.717518248,Lok Sabha
170170,Annasaheb Shankar Jolle,Elected,23-05-2019,In Office,First Term,Chikkodi,Karnataka,Bharatiya Janata Party,Male,Graduate,"PUC IInd Year, Educated at Sainik School Bijapur (Vijaypur), Karnataka",60,9,0,308,0.726277372, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170551,Mangal Suresh Angadi,Elected,19-07-2021,In Office,First Term,Belgaum,Karnataka,Bharatiya Janata Party,Female,Graduate,"Bachelor of Science (B. Sc), I.S.S. College of Science, Gokak, Belagavi",60,1,0,29,0.65625, Data corresponds to the period from 01-06-2019 to 10-02-2024.,22.28851725,1.208838832,132.5784871,0.788685748,5.083333333,N/A,127,0.71261122,Lok Sabha
170159,P.C. Gaddigoudar,Elected,23-05-2019,In Office,Fourth Term,Bagalkot,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum",72,5,0,76,0.905109489, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170175,Umesh G. Jadhav,Elected,23-05-2019,In Office,First Term,Gulbarga,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"MBBS, and MS (Master of Surgery) Educated at Karnataka Medical College, Hubballi, and Bangalore Medical College, Bangluru, Karnataka",64,67,0,407,0.890510949, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170182,Raja Amareshwara Naik,Elected,23-05-2019,In Office,First Term,Raichur,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A. LL.B. (Spl) Educated at SJM College, Chitradurga, Mysore University and Karnataka University",66,12,0,571,0.802919708, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170166,Bhagwanth Khuba,Elected,23-05-2019,In Office,Second Term,Bidar,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,BE (Mech.),56,3,0,114,0.807017544,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,10.76,N/A,82.72,0.71261122,Lok Sabha
170179,Karadi Sanganna Amarappa,Elected,23-05-2019,In Office,Second Term,Koppal,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,S.L.C.,73,21,0,205,0.755474453, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170177,Udasi Shivkumar Chanabasappa,Elected,23-05-2019,In Office,Third Term,Haveri,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",56,62,0,222,0.894160584, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170173,Gowdar Mallikarjunappa Siddeswara,Elected,23-05-2019,In Office,Fourth Term,Davanagere,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at Bheemeshwara Rural Educational Society, Bheemasamudra (Karnataka)",71,15,0,336,0.686131387, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170183,B.Y. Raghavendra,Elected,23-05-2019,In Office,Second Term,Shimoga,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.B.M. Educated at A.T.N.C.C., Shivamogga, Karnataka",50,17,0,220,0.627737226, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170185,Shobha Karandlaje,Elected,23-05-2019,In Office,Second Term,Udupi Chikmagalur,Karnataka,Bharatiya Janata Party,Female,Post Graduate,"M.A., MSW",57,20,0,131,0.894736842,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,10.76,N/A,82.72,0.71261122,Lok Sabha
170544,Prajwal Revanna,Elected,23-05-2019,In Office,First Term,Hassan,Karnataka,Janata Dal (Secular),Male,Professional Graduate,"B.E. (Mechanical Engineering) Educated at Bangalore Institute of Technology, Bengaluru, Karnataka",33,2,0,89,0.554744526, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170172,Nalin Kumar Kateel,Elected,23-05-2019,In Office,Third Term,Dakshina Kannada,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at St. Philomeaia Higher School, Puttar, T.W. D.K. Distt. Karnataka",57,13,0,353,0.700729927, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170171,A. Narayanaswamy,Elected,23-05-2019,In Office,First Term,Chitradurga,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Government Arts College, Bengaluru",66,4,0,41,0.605263158,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,10.76,N/A,82.72,0.71261122,Lok Sabha
170184,Gangasandra Siddappa Basavaraj,Elected,23-05-2019,In Office,Fifth Term,Tumkur,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., B.L.; Educated at First Grade College, Tumkur and Vidyodaya Law College, Tumkur, Karnataka",82,7,0,59,0.660583942, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170180,Sumalatha Ambareesh,Elected,23-05-2019,In Office,First Term,Mandya,Karnataka,Independent,Female,Inter/ Higher Secondary,Inter,60,24,0,210,0.638686131, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170181,Prathap Simha,Elected,23-05-2019,In Office,Second Term,Mysore,Karnataka,Bharatiya Janata Party,Male,Post Graduate,Master in Communication and Journalism,47,8,0,355,0.857664234, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170162,D.K. Suresh,Elected,23-05-2019,In Office,Third Term,Bangalore Rural,Karnataka,Indian National Congress,Male,Inter/ Higher Secondary,Inter/Higher Secondary,57,21,0,395,0.689781022, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170160,P. C. Mohan,Elected,23-05-2019,In Office,Third Term,Bangalore Central,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Educated at Vijiya College,60,9,0,189,0.821167883, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170163,L. S. Tejasvi Surya,Elected,23-05-2019,In Office,First Term,Bangalore South,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LLB. Educated at Bangalore Institute of Legal Studies",33,36,0,382,0.773722628, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170169,B.N. Bache Gowda,Elected,23-05-2019,In Office,First Term,Chikkballapur,Karnataka,Bharatiya Janata Party,Male,Graduate,"BSc., B.L., Educated at Mysore University, Karnataka",81,1,0,32,0.383211679, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170178,S. Muniswamy,Elected,23-05-2019,In Office,First Term,Kolar,Karnataka,Bharatiya Janata Party,Male,Graduate,"P.U.C., LL.B. (Discontinue) Educated at Government Junior College and VV Puram Law College, Bangalore, Karnataka",48,24,0,252,0.733576642, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,15.84333333,N/A,209.72,0.71261122,Lok Sabha
170194,Rajmohan Unnithan,Elected,23-05-2019,In Office,First Term,Kasaragod,Kerala,Indian National Congress,Male,Information Not Available,Information Not Available,70,52,0,208,0.857664234, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170193,Kumbakudi Sudhakaran,Elected,23-05-2019,In Office,Second Term,Kannur,Kerala,Indian National Congress,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",75,19,0,275,0.503649635, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170205,K. Muraleedharan,Elected,23-05-2019,In Office,Fourth Term,Vadakara,Kerala,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. (Course Completed), Educated at Mar Ivnios College, Trivandrum and Law Academy, Law College, Trivandrum (Kerala)",66,61,0,266,0.897810219, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170206,Rahul Gandhi,Elected,23-05-2019,In Office,Fourth Term,Wayanad,Kerala,Indian National Congress,Male,Post Graduate,"M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .",53,8,0,99,0.505882353, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170552,M.P. Abdussamad Samadani,Elected,19-07-2021,In Office,First Term,Malappuram,Kerala,Indian Union Muslim League,Male,Post Graduate,"B.A., M.A., M.Phil, LL.B.",65,32,0,117,0.95625, Data corresponds to the period from 01-06-2019 to 10-02-2024.,22.28851725,1.208838832,132.5784871,0.788685748,41,4.05,166,0.826179533,Lok Sabha
170188,Ramya Haridas,Elected,23-05-2019,In Office,First Term,Alathur,Kerala,Indian National Congress,Female,Information Not Available,Information Not Available,38,54,0,321,0.722627737, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170189,Adoor Prakash,Elected,23-05-2019,In Office,First Term,Attingal,Kerala,Indian National Congress,Male,Professional Graduate,"B.A., LL.B., Educated at Sree Narayana College, Quilon, Kerala and Trivandrum Law Academy",68,66,0,388,0.817518248, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,78.46052632,4.75,274.7684211,0.826179533,Lok Sabha
170210,Sandhya Ray,Elected,23-05-2019,In Office,First Term,Bhind,Madhya Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,50,24,0,139,0.941605839, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170217,Vivek Narayan Shejwalkar,Elected,23-05-2019,In Office,First Term,Gwalior,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information not Available,76,48,0,183,0.967153285, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170230,Rajbahadur Singh,Elected,23-05-2019,In Office,First Term,Sagar,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,56,5,0,67,0.872262774, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170234,Virendra Kumar,Elected,23-05-2019,In Office,Seventh Term,Tikamgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",69,41,0,81,0.964912281,"This MP was appointed a minister in Jul 2021. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till June 2021. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,19.17230769,0.153846154,51.10923077,0.858216753,Lok Sabha
170221,Vishnu Dutt Sharma,Elected,23-05-2019,In Office,First Term,Khajuraho,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information not Available,53,16,0,217,0.602189781, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170229,Janardan Mishra,Elected,23-05-2019,In Office,Second Term,Rewa,Madhya Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B",67,39,0,108,0.948905109, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170232,Himadri Singh,Elected,23-05-2019,In Office,First Term,Shahdol,Madhya Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,35,6,0,38,0.846715328, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170208,Dhal Singh Bisen,Elected,23-05-2019,In Office,First Term,Balaghat,Madhya Pradesh,Bharatiya Janata Party,Male,Diploma Course,"A.V.M.S., D.H.B. (Ayurved Vigyanacharya with Modern Medicine and Surgery, Diploma in Trauma and Biochemistry) Educated at Chhattisgarh Ayurvedic College, Raipur, Chhattisgarh",71,73,0,189,0.99270073, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170212,Nakul Nath,Elected,23-05-2019,In Office,First Term,Chhindwara,Madhya Pradesh,Indian National Congress,Male,Graduate,"Bachelor of Business Administration (BBA) Educated at Bay State College, Boston, USA",49,1,0,30,0.697080292, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170236,Ramakant Bhargava,Elected,23-05-2019,In Office,First Term,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,70,10,0,7,0.711678832, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170211,Sadhvi Pragya Singh Thakur,Elected,23-05-2019,In Office,First Term,Bhopal,Madhya Pradesh,Bharatiya Janata Party,Female,Information Not Available,Information Not Available,54,19,0,36,0.656934307, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170214,Mahendra Singh Solanky,Elected,23-05-2019,In Office,First Term,Dewas,Madhya Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., L.L.B. (Hon.) Educated at Indore Institute of Law",39,8,0,98,0.974452555, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170235,Anil Firojiya,Elected,23-05-2019,In Office,First Term,Ujjain,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Com Educated at Madhav Arts and Commerce College, Ujjain, Madhya Pradesh",52,27,0,274,0.791970803, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170228,Guman Singh Damor,Elected,23-05-2019,In Office,First Term,Ratlam,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,66,29,0,117,0.883211679, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170215,Chhatar Singh Darbar,Elected,23-05-2019,In Office,Third Term,Dhar,Madhya Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"M.A., LL.B. Educated at Government College of Arts and Commerce, Indore and Christian College, Indore",70,13,0,30,0.810218978, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170219,Shankar Lalwani,Elected,23-05-2019,In Office,First Term,Indore,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,62,41,0,213,0.96350365, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170555,Gyaneshwar Patil,Elected,17-11-2021,In Office,First Term,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,55,2,0,122,0.825174825, Data corresponds to the period from 01-06-2019 to 10-02-2024.,21.47978544,1.208838832,118.0920006,0.788685748,14.5426936,0.8,107.0052525,0.858216753,Lok Sabha
170209,Durga Das (D.D.) Uikey,Elected,23-05-2019,In Office,First Term,Betul,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A, B.ed Educated at Jaywanti Haksar Governement Post Graduate College, Betul and B.ed College, Khandwa",60,20,0,57,0.95620438, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,34.3400013,0.953846154,168.1144833,0.858216753,Lok Sabha
170247,Subhash Ramrao Bhamre,Elected,23-05-2019,In Office,Second Term,Dhule,Maharashtra,Bharatiya Janata Party,Male,Professional Post Graduate,M.S. and Super Specialisation in Cancer Surgery,70,19,0,605,0.824817518, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170276,Raksha Nikhil Khadase,Elected,23-05-2019,In Office,Second Term,Raver,Maharashtra,Bharatiya Janata Party,Female,Graduate,B.Sc (Computer Science),36,69,0,400,0.755474453, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170245,Jadhav Prataprao Ganpatrao,Elected,23-05-2019,In Office,Third Term,Buldhana,Maharashtra,Shiv Sena,Male,Under Graduate,"B.A. - II; Educated at Shri Shivaji College, Chikhil, Buldana",63,48,0,473,0.708029197, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170239,Navnit Ravi Rana,Elected,23-05-2019,In Office,First Term,Amravati,Maharashtra,Independent,Female,Graduate,Bachelor of Commerce (B.Com),38,98,0,237,0.788321168, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170243,Sunil Baburao Mendhe,Elected,23-05-2019,In Office,First Term,Bhandara-Gondiya,Maharashtra,Bharatiya Janata Party,Male,Information Not Available,Information Not Available,55,25,0,249,0.901459854, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170284,Bhavana Pundlikrao Gawali Patil,Elected,23-05-2019,In Office,Fifth Term,Yavatmal-Washim,Maharashtra,Shiv Sena,Female,Graduate,"B.A. (Marathi); Educated at Amravati University, Amravati (Maharashtra)",50,12,0,222,0.419708029, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170251,Hemant Patil,Elected,23-05-2019,In Office,First Term,Hingoli,Maharashtra,Shiv Sena,Male,Information Not Available,Information Not Available,53,17,0,278,0.580291971, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170266,Prataprao Patil Chikhalikar,Elected,23-05-2019,In Office,First Term,Nanded,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,62,18,0,153,0.686131387, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170271,Sanjay (Bandu) Haribhau Jadhav,Elected,23-05-2019,In Office,Second Term,Parbhani,Maharashtra,Shiv Sena,Male,Matric,Matric,56,12,0,346,0.49270073, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170248,Bharti Pravin Pawar,Elected,23-05-2019,In Office,First Term,Dindori,Maharashtra,Bharatiya Janata Party,Female,Doctorate,"M.B.B.S. (Bachelor of Medicine & Bachelor of Surgery)
Educated at N.D.M.V.P's Medical College, Nasik",45,51,0,108,0.973684211,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,32.20151515,0.587878788,154.6474747,0.744321006,Lok Sabha
170268,Godse Hemant Tukaram,Elected,23-05-2019,In Office,Second Term,Nashik,Maharashtra,Shiv Sena,Male,Diploma Course,Diploma in Civil Engineering,53,10,0,280,0.868613139, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170270,Rajendra Dhedya Gavit,Elected,23-05-2019,In Office,Second Term,Palghar,Maharashtra,Shiv Sena,Male,Graduate,"B.A. Educated at Mumbai University, Maharashtra",56,31,0,274,0.675182482, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170244,Kapil Moreshwar Patil,Elected,23-05-2019,In Office,Second Term,Bhiwandi,Maharashtra,Bharatiya Janata Party,Male,Graduate,Graduate,62,27,0,118,0.964912281,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.",24.43976303,0.294307337,77.08705717,0.788685748,32.20151515,0.587878788,154.6474747,0.744321006,Lok Sabha
170282,Rajan Baburao Vichare,Elected,23-05-2019,In Office,Second Term,Thane,Maharashtra,Shiv Sena,Male,Inter/ Higher Secondary,Inter/Higher Secondary,62,26,0,281,0.656934307, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170262,Gajanan Chandrakant Kirtikar,Elected,23-05-2019,In Office,Second Term,Mumbai-North-West,Maharashtra,Shiv Sena,Male,Graduate,B.A. (Ecomomics),80,41,0,580,0.708029197, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170260,Poonam Mahajan Alias Poonam Vajendla Rao,Elected,23-05-2019,In Office,Second Term,Mumbai-North-Central,Maharashtra,Bharatiya Janata Party,Female,Graduate,"Graduate, Diploma Course",43,7,0,307,0.861313869, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170273,Tatkare Sunil Dattatray,Elected,23-05-2019,In Office,First Term,Raigad,Maharashtra,Nationalist Congress Party,Male,Information Not Available,Information Not Available,68,42,0,527,0.660583942, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170280,Amol Ramsing Kolhe,Elected,23-05-2019,In Office,First Term,Shirur,Maharashtra,Nationalist Congress Party,Male,Professional Graduate,M.B.B.S.,43,29,0,621,0.613138686, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170279,Sadashiv Kisan Lokhande,Elected,23-05-2019,In Office,Second Term,Shirdi,Maharashtra,Shiv Sena,Male,Inter/ Higher Secondary,Higher Secondary,61,7,0,181,0.700729927, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
170242,Pritam Gopinath Munde,Elected,23-05-2019,In Office,Second Term,Beed,Maharashtra,Bharatiya Janata Party,Female,Professional Graduate,"MBBS, D.Y. Patil Institute, Navi Mumbai",40,24,0,501,0.843065693, Data corresponds to the period from 01-06-2019 to 10-02-2024.,46.72828028,1.503146169,209.6655443,0.788685748,57.62895399,2.884415584,386.1699755,0.744321006,Lok Sabha
